Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_PLACE,Geo_CSA,SE_T003_001,SE_T003_002,SE_T003_003
"36029004701","Census Tract 47.01","Census Tract 47.01, Erie County, New York","00","36","029",,"004701",,,2766,295,11.9384864427357
"36029004702","Census Tract 47.02","Census Tract 47.02, Erie County, New York","00","36","029",,"004702",,,4752,552.140760529006,13.1466491862368
"36029004800","Census Tract 48","Census Tract 48, Erie County, New York","00","36","029",,"004800",,,3874,55,1.44016758313695
"36029004901","Census Tract 49.01","Census Tract 49.01, Erie County, New York","00","36","029",,"004901",,,1418,-80,-5.34045393858478
"36029004902","Census Tract 49.02","Census Tract 49.02, Erie County, New York","00","36","029",,"004902",,,4643,158,3.52285395763657
"36029005000","Census Tract 50","Census Tract 50, Erie County, New York","00","36","029",,"005000",,,2538,129,5.35491905354919
"36029005100","Census Tract 51","Census Tract 51, Erie County, New York","00","36","029",,"005100",,,4616,200,4.52898550724638
"36029005201","Census Tract 52.01","Census Tract 52.01, Erie County, New York","00","36","029",,"005201",,,3104,77,2.54377271225636
"36029005202","Census Tract 52.02","Census Tract 52.02, Erie County, New York","00","36","029",,"005202",,,2778,-136.088850049082,-4.67003091023768
"36029005300","Census Tract 53","Census Tract 53, Erie County, New York","00","36","029",,"005300",,,1184,-274,-18.7928669410151
"36029005400","Census Tract 54","Census Tract 54, Erie County, New York","00","36","029",,"005400",,,3867,17,0.441558441558442
"36029005500","Census Tract 55","Census Tract 55, Erie County, New York","00","36","029",,"005500",,,4363,308.500053792362,7.6088311230813
"36029005600","Census Tract 56","Census Tract 56, Erie County, New York","00","36","029",,"005600",,,4682,500,11.9560019129603
"36029005700","Census Tract 57","Census Tract 57, Erie County, New York","00","36","029",,"005700",,,3516,593,20.2873759835785
"36029005801","Census Tract 58.01","Census Tract 58.01, Erie County, New York","00","36","029",,"005801",,,3641,275,8.16993464052288
"36029005802","Census Tract 58.02","Census Tract 58.02, Erie County, New York","00","36","029",,"005802",,,5582,701,14.3618111042819
"36029005900","Census Tract 59","Census Tract 59, Erie County, New York","00","36","029",,"005900",,,4051,94,2.37553702299722
"36029006100","Census Tract 61","Census Tract 61, Erie County, New York","00","36","029",,"006100",,,5155,169,3.3894905736061
"36029006301","Census Tract 63.01","Census Tract 63.01, Erie County, New York","00","36","029",,"006301",,,4405,-304,-6.45572308345721
"36029006302","Census Tract 63.02","Census Tract 63.02, Erie County, New York","00","36","029",,"006302",,,2693,104,4.01699497875628
"36029006501","Census Tract 65.01","Census Tract 65.01, Erie County, New York","00","36","029",,"006501",,,2999,116,4.02358654179674
"36029006601","Census Tract 66.01","Census Tract 66.01, Erie County, New York","00","36","029",,"006601",,,2498,57,2.33510856206473
"36029006602","Census Tract 66.02","Census Tract 66.02, Erie County, New York","00","36","029",,"006602",,,2382,119.808001649825,5.29610226440555
"36029006701","Census Tract 67.01","Census Tract 67.01, Erie County, New York","00","36","029",,"006701",,,3412,58,1.72927847346452
"36029006702","Census Tract 67.02","Census Tract 67.02, Erie County, New York","00","36","029",,"006702",,,3314,89.9999999999995,2.79156327543423
"36029006801","Census Tract 68.01","Census Tract 68.01, Erie County, New York","00","36","029",,"006801",,,1063,124,13.2055378061768
"36029006802","Census Tract 68.02","Census Tract 68.02, Erie County, New York","00","36","029",,"006802",,,2835,394,16.1409258500614
"36029006901","Census Tract 69.01","Census Tract 69.01, Erie County, New York","00","36","029",,"006901",,,4201,428,11.3437582825338
"36029006903","Census Tract 69.03","Census Tract 69.03, Erie County, New York","00","36","029",,"006903",,,1473,-150,-9.24214417744917
"36029006904","Census Tract 69.04","Census Tract 69.04, Erie County, New York","00","36","029",,"006904",,,2440,115,4.94623655913979
"36029007000","Census Tract 70","Census Tract 70, Erie County, New York","00","36","029",,"007000",,,3432,299,9.54356846473029
"36029007102","Census Tract 71.02","Census Tract 71.02, Erie County, New York","00","36","029",,"007102",,,2482,-199,-7.42260350615442
"36029007103","Census Tract 71.03","Census Tract 71.03, Erie County, New York","00","36","029",,"007103",,,1397,-29,-2.03366058906031
"36029007104","Census Tract 71.04","Census Tract 71.04, Erie County, New York","00","36","029",,"007104",,,2646,430,19.4043321299639
"36029007202","Census Tract 72.02","Census Tract 72.02, Erie County, New York","00","36","029",,"007202",,,1564,-74.5660046519949,-4.55068666384493
"36029007303","Census Tract 73.03","Census Tract 73.03, Erie County, New York","00","36","029",,"007303",,,7031,-76,-1.06936822850711
"36029007304","Census Tract 73.04","Census Tract 73.04, Erie County, New York","00","36","029",,"007304",,,6283,919,17.1327367636092
"36029007305","Census Tract 73.05","Census Tract 73.05, Erie County, New York","00","36","029",,"007305",,,2637,-94.107167917668,-3.44575156270488
"36029007306","Census Tract 73.06","Census Tract 73.06, Erie County, New York","00","36","029",,"007306",,,5438,266.107167917668,5.14525680553451
"36029007600","Census Tract 76","Census Tract 76, Erie County, New York","00","36","029",,"007600",,,2873,-82,-2.77495769881557
"36029007700","Census Tract 77","Census Tract 77, Erie County, New York","00","36","029",,"007700",,,4690,-22,-0.466893039049236
"36029007800","Census Tract 78","Census Tract 78, Erie County, New York","00","36","029",,"007800",,,5303,97,1.86323472915866
"36029007901","Census Tract 79.01","Census Tract 79.01, Erie County, New York","00","36","029",,"007901",,,3025,84,2.85617137028222
"36029007902","Census Tract 79.02","Census Tract 79.02, Erie County, New York","00","36","029",,"007902",,,5791,-227,-3.77201728148887
"36029007903","Census Tract 79.03","Census Tract 79.03, Erie County, New York","00","36","029",,"007903",,,3348,-29,-0.858750370151022
"36029007904","Census Tract 79.04","Census Tract 79.04, Erie County, New York","00","36","029",,"007904",,,3169,88,2.85621551444336
"36029007905","Census Tract 79.05","Census Tract 79.05, Erie County, New York","00","36","029",,"007905",,,4488,-53,-1.16714380092491
"36029008001","Census Tract 80.01","Census Tract 80.01, Erie County, New York","00","36","029",,"008001",,,5598,-132,-2.30366492146597
"36029008002","Census Tract 80.02","Census Tract 80.02, Erie County, New York","00","36","029",,"008002",,,5246,-147,-2.72575560912294
"36029008003","Census Tract 80.03","Census Tract 80.03, Erie County, New York","00","36","029",,"008003",,,5159,-75,-1.43293847917463
"36029008101","Census Tract 81.01","Census Tract 81.01, Erie County, New York","00","36","029",,"008101",,,5833,-151,-2.52339572192513
"36029008102","Census Tract 81.02","Census Tract 81.02, Erie County, New York","00","36","029",,"008102",,,4493,6,0.133719634499666
"36029008201","Census Tract 82.01","Census Tract 82.01, Erie County, New York","00","36","029",,"008201",,,2534,-46,-1.78294573643411
"36029008202","Census Tract 82.02","Census Tract 82.02, Erie County, New York","00","36","029",,"008202",,,3871,83,2.19112988384372
"36029008300","Census Tract 83","Census Tract 83, Erie County, New York","00","36","029",,"008300",,,2491,-93,-3.59907120743034
"36029008400","Census Tract 84","Census Tract 84, Erie County, New York","00","36","029",,"008400",,,2385,-21,-0.872817955112219
"36029008500","Census Tract 85","Census Tract 85, Erie County, New York","00","36","029",,"008500",,,2569,-19,-0.734157650695518
"36029008600","Census Tract 86","Census Tract 86, Erie County, New York","00","36","029",,"008600",,,4713,-92,-1.91467221644121
"36029008700","Census Tract 87","Census Tract 87, Erie County, New York","00","36","029",,"008700",,,4666,-9,-0.192513368983957
"36029008800","Census Tract 88","Census Tract 88, Erie County, New York","00","36","029",,"008800",,,3257,-98,-2.92101341281669
"36029008900","Census Tract 89","Census Tract 89, Erie County, New York","00","36","029",,"008900",,,4200,-13,-0.308568715879421
"36029009004","Census Tract 90.04","Census Tract 90.04, Erie County, New York","00","36","029",,"009004",,,3486,18,0.519031141868512
"36029009007","Census Tract 90.07","Census Tract 90.07, Erie County, New York","00","36","029",,"009007",,,7707,66.0000000000009,0.863761287789568
"36029009008","Census Tract 90.08","Census Tract 90.08, Erie County, New York","00","36","029",,"009008",,,5355,376,7.55171721229163
"36029009009","Census Tract 90.09","Census Tract 90.09, Erie County, New York","00","36","029",,"009009",,,5905,1017,20.8060556464812
"36029009010","Census Tract 90.10","Census Tract 90.10, Erie County, New York","00","36","029",,"009010",,,6221,532,9.35137985586219
"36029009011","Census Tract 90.11","Census Tract 90.11, Erie County, New York","00","36","029",,"009011",,,3127,176,5.96407997289055
"36029009012","Census Tract 90.12","Census Tract 90.12, Erie County, New York","00","36","029",,"009012",,,4502,154,3.54185832566697
"36029009104","Census Tract 91.04","Census Tract 91.04, Erie County, New York","00","36","029",,"009104",,,4165,16.0000000000009,0.385635092793466
"36029009106","Census Tract 91.06","Census Tract 91.06, Erie County, New York","00","36","029",,"009106",,,3144,128,4.24403183023873
"36029009107","Census Tract 91.07","Census Tract 91.07, Erie County, New York","00","36","029",,"009107",,,6150,890.000000000001,16.9201520912548
"36029009109","Census Tract 91.09","Census Tract 91.09, Erie County, New York","00","36","029",,"009109",,,3282,131.198553585529,4.16397401793849
"36029009110","Census Tract 91.10","Census Tract 91.10, Erie County, New York","00","36","029",,"009110",,,6512,776.801446414472,13.5444560315847
"36029009112","Census Tract 91.12","Census Tract 91.12, Erie County, New York","00","36","029",,"009112",,,3295,373,12.7652292950034
"36029009113","Census Tract 91.13","Census Tract 91.13, Erie County, New York","00","36","029",,"009113",,,6787,-70.9999999999991,-1.03528725575968
"36029009114","Census Tract 91.14","Census Tract 91.14, Erie County, New York","00","36","029",,"009114",,,4186,20,0.480076812289966
"36029009115","Census Tract 91.15","Census Tract 91.15, Erie County, New York","00","36","029",,"009115",,,4478,1170,35.3688029020556
"36029009116","Census Tract 91.16","Census Tract 91.16, Erie County, New York","00","36","029",,"009116",,,5472,246.999999999999,4.72727272727271
"36029009200","Census Tract 92","Census Tract 92, Erie County, New York","00","36","029",,"009200",,,4570,276,6.4275733581742
"36029009301","Census Tract 93.01","Census Tract 93.01, Erie County, New York","00","36","029",,"009301",,,5625,332,6.27243529189496
"36029009302","Census Tract 93.02","Census Tract 93.02, Erie County, New York","00","36","029",,"009302",,,2767,130,4.92984452028821
"36029009401","Census Tract 94.01","Census Tract 94.01, Erie County, New York","00","36","029",,"009401",,,5763,-48,-0.826019617965927
"36029009402","Census Tract 94.02","Census Tract 94.02, Erie County, New York","00","36","029",,"009402",,,4290,-34.0665826120221,-0.78783668015222
"36029009501","Census Tract 95.01","Census Tract 95.01, Erie County, New York","00","36","029",,"009501",,,5199,88,1.72177656036001
"36029009503","Census Tract 95.03","Census Tract 95.03, Erie County, New York","00","36","029",,"009503",,,2559,-51,-1.95402298850575
"36029009504","Census Tract 95.04","Census Tract 95.04, Erie County, New York","00","36","029",,"009504",,,4097,22.9999999999995,0.564555719194883
"36029009601","Census Tract 96.01","Census Tract 96.01, Erie County, New York","00","36","029",,"009601",,,1441,-167,-10.3855721393035
"36029009602","Census Tract 96.02","Census Tract 96.02, Erie County, New York","00","36","029",,"009602",,,5310,673.066582612021,14.5153385228284
"36029009701","Census Tract 97.01","Census Tract 97.01, Erie County, New York","00","36","029",,"009701",,,3056,-91,-2.8916428344455
"36029009702","Census Tract 97.02","Census Tract 97.02, Erie County, New York","00","36","029",,"009702",,,4481,1,0.0223214285714286
"36029009800","Census Tract 98","Census Tract 98, Erie County, New York","00","36","029",,"009800",,,1712,-30,-1.72215843857635
"36029009900","Census Tract 99","Census Tract 99, Erie County, New York","00","36","029",,"009900",,,3775,114,3.11390330510791
"36029010001","Census Tract 100.01","Census Tract 100.01, Erie County, New York","00","36","029",,"010001",,,2934,51,1.76899063475546
"36029010002","Census Tract 100.02","Census Tract 100.02, Erie County, New York","00","36","029",,"010002",,,4434,182,4.28033866415804
"36029010003","Census Tract 100.03","Census Tract 100.03, Erie County, New York","00","36","029",,"010003",,,4084,277,7.27607039663777
"36029010101","Census Tract 101.01","Census Tract 101.01, Erie County, New York","00","36","029",,"010101",,,4566,-83,-1.78533017853302
"36029010102","Census Tract 101.02","Census Tract 101.02, Erie County, New York","00","36","029",,"010102",,,3903,406,11.6099513869031
"36029010103","Census Tract 101.03","Census Tract 101.03, Erie County, New York","00","36","029",,"010103",,,3864,1,0.0258866166192079
"36029010201","Census Tract 102.01","Census Tract 102.01, Erie County, New York","00","36","029",,"010201",,,2727,-74,-2.6419136022849
"36029010202","Census Tract 102.02","Census Tract 102.02, Erie County, New York","00","36","029",,"010202",,,4018,643,19.0518518518519
"36029010300","Census Tract 103","Census Tract 103, Erie County, New York","00","36","029",,"010300",,,1356,20,1.49700598802395
"36029010400","Census Tract 104","Census Tract 104, Erie County, New York","00","36","029",,"010400",,,2516,233,10.2058694699956
"36029010500","Census Tract 105","Census Tract 105, Erie County, New York","00","36","029",,"010500",,,2435,103,4.41680960548885
"36029010600","Census Tract 106","Census Tract 106, Erie County, New York","00","36","029",,"010600",,,2581,-16,-0.616095494801694
"36029010700","Census Tract 107","Census Tract 107, Erie County, New York","00","36","029",,"010700",,,2749,56,2.07946528035648
"36029010803","Census Tract 108.03","Census Tract 108.03, Erie County, New York","00","36","029",,"010803",,,1992,-55,-2.68685881778212
"36029010804","Census Tract 108.04","Census Tract 108.04, Erie County, New York","00","36","029",,"010804",,,4113,32,0.78412153883852
"36029010805","Census Tract 108.05","Census Tract 108.05, Erie County, New York","00","36","029",,"010805",,,5036,-298,-5.58680164979378
"36029010807","Census Tract 108.07","Census Tract 108.07, Erie County, New York","00","36","029",,"010807",,,5490,320,6.18955512572534
"36029010808","Census Tract 108.08","Census Tract 108.08, Erie County, New York","00","36","029",,"010808",,,3928,-128.009741859149,-3.15605114401113
"36029010809","Census Tract 108.09","Census Tract 108.09, Erie County, New York","00","36","029",,"010809",,,3261,-161,-4.70485096434833
"36029010901","Census Tract 109.01","Census Tract 109.01, Erie County, New York","00","36","029",,"010901",,,2336,-41,-1.72486327303323
"36029010902","Census Tract 109.02","Census Tract 109.02, Erie County, New York","00","36","029",,"010902",,,4540,153,3.48757693184409
"36029011000","Census Tract 110","Census Tract 110, Erie County, New York","00","36","029",,"011000",,,1824,2,0.109769484083425
"36029011100","Census Tract 111","Census Tract 111, Erie County, New York","00","36","029",,"011100",,,2166,30,1.40449438202247
"36029011201","Census Tract 112.01","Census Tract 112.01, Erie County, New York","00","36","029",,"011201",,,1441,-66.9999999999998,-4.44297082228115
"36029011202","Census Tract 112.02","Census Tract 112.02, Erie County, New York","00","36","029",,"011202",,,5370,112.009741859149,2.13027670954175
"36029011300","Census Tract 113","Census Tract 113, Erie County, New York","00","36","029",,"011300",,,4624,-146,-3.06079664570231
"36029011400","Census Tract 114","Census Tract 114, Erie County, New York","00","36","029",,"011400",,,2333,79.9017157941043,3.54630405403134
"36029011500","Census Tract 115","Census Tract 115, Erie County, New York","00","36","029",,"011500",,,1487,-16,-1.0645375914837
"36029011600","Census Tract 116","Census Tract 116, Erie County, New York","00","36","029",,"011600",,,2170,218,11.1680327868852
"36029011700","Census Tract 117","Census Tract 117, Erie County, New York","00","36","029",,"011700",,,3988,-124,-3.01556420233463
"36029011800","Census Tract 118","Census Tract 118, Erie County, New York","00","36","029",,"011800",,,3658,-96,-2.55727224294086
"36029012001","Census Tract 120.01","Census Tract 120.01, Erie County, New York","00","36","029",,"012001",,,4677,579,14.1288433382138
"36029012002","Census Tract 120.02","Census Tract 120.02, Erie County, New York","00","36","029",,"012002",,,3755,276,7.93331417073872
"36029012003","Census Tract 120.03","Census Tract 120.03, Erie County, New York","00","36","029",,"012003",,,5067,223.000000000001,4.60363336085881
"36029012300","Census Tract 123","Census Tract 123, Erie County, New York","00","36","029",,"012300",,,3843,461,13.6309875813128
"36029012400","Census Tract 124","Census Tract 124, Erie County, New York","00","36","029",,"012400",,,2364,204,9.44444444444444
"36029012501","Census Tract 125.01","Census Tract 125.01, Erie County, New York","00","36","029",,"012501",,,4931,326,7.07926167209555
"36029012502","Census Tract 125.02","Census Tract 125.02, Erie County, New York","00","36","029",,"012502",,,1842,-37,-1.96913251729643
"36029012800","Census Tract 128","Census Tract 128, Erie County, New York","00","36","029",,"012800",,,2539,-14,-0.54837446141794
"36029012902","Census Tract 129.02","Census Tract 129.02, Erie County, New York","00","36","029",,"012902",,,4129,572.999999999999,16.1136107986501
"36029012903","Census Tract 129.03","Census Tract 129.03, Erie County, New York","00","36","029",,"012903",,,2938,346,13.3487654320987
"36029012904","Census Tract 129.04","Census Tract 129.04, Erie County, New York","00","36","029",,"012904",,,4133,-34,-0.815934725221982
"36029013001","Census Tract 130.01","Census Tract 130.01, Erie County, New York","00","36","029",,"013001",,,2996,-83,-2.69568041571939
"36029013002","Census Tract 130.02","Census Tract 130.02, Erie County, New York","00","36","029",,"013002",,,6053,667,12.3839584106944
"36029013101","Census Tract 131.01","Census Tract 131.01, Erie County, New York","00","36","029",,"013101",,,6415,-83,-1.2773160972607
"36029013103","Census Tract 131.03","Census Tract 131.03, Erie County, New York","00","36","029",,"013103",,,4541,844,22.8293210711387
"36029013104","Census Tract 131.04","Census Tract 131.04, Erie County, New York","00","36","029",,"013104",,,4486,-151,-3.25641578606858
"36029013201","Census Tract 132.01","Census Tract 132.01, Erie County, New York","00","36","029",,"013201",,,6236,296,4.98316498316498
"36029013202","Census Tract 132.02","Census Tract 132.02, Erie County, New York","00","36","029",,"013202",,,5440,417.000000000001,8.30181166633488
"36029013300","Census Tract 133","Census Tract 133, Erie County, New York","00","36","029",,"013300",,,3585,47,1.32843414358395
"36029013400","Census Tract 134","Census Tract 134, Erie County, New York","00","36","029",,"013400",,,6594,324,5.16746411483254
"36029013501","Census Tract 135.01","Census Tract 135.01, Erie County, New York","00","36","029",,"013501",,,7309,145,2.02400893355667
"36029013502","Census Tract 135.02","Census Tract 135.02, Erie County, New York","00","36","029",,"013502",,,7120,261.000000000001,3.8052194197405
"36029013600","Census Tract 136","Census Tract 136, Erie County, New York","00","36","029",,"013600",,,2942,-135,-4.38739031524212
"36029013701","Census Tract 137.01","Census Tract 137.01, Erie County, New York","00","36","029",,"013701",,,6368,84,1.33672819859962
"36029013702","Census Tract 137.02","Census Tract 137.02, Erie County, New York","00","36","029",,"013702",,,5947,276.999999999999,4.8853615520282
"36029013801","Census Tract 138.01","Census Tract 138.01, Erie County, New York","00","36","029",,"013801",,,2685,-43.9756245137864,-1.61143339349619
"36029013802","Census Tract 138.02","Census Tract 138.02, Erie County, New York","00","36","029",,"013802",,,5384,294.980094305629,5.79640283928857
"36029013900","Census Tract 139","Census Tract 139, Erie County, New York","00","36","029",,"013900",,,2180,-45.0044697918411,-2.02266873630377
"36029014000","Census Tract 140","Census Tract 140, Erie County, New York","00","36","029",,"014000",,,3694,-45,-1.20353035571008
"36029014101","Census Tract 141.01","Census Tract 141.01, Erie County, New York","00","36","029",,"014101",,,6404,225.000000000001,3.64136591681503
"36029014102","Census Tract 141.02","Census Tract 141.02, Erie County, New York","00","36","029",,"014102",,,5317,180.274341279253,3.50951857771881
"36029014204","Census Tract 142.04","Census Tract 142.04, Erie County, New York","00","36","029",,"014204",,,4810,866,21.9574036511156
"36029014206","Census Tract 142.06","Census Tract 142.06, Erie County, New York","00","36","029",,"014206",,,7957,954.999999999999,13.638960297058
"36029014207","Census Tract 142.07","Census Tract 142.07, Erie County, New York","00","36","029",,"014207",,,5404,66,1.23641813413263
"36029014208","Census Tract 142.08","Census Tract 142.08, Erie County, New York","00","36","029",,"014208",,,7058,2234,46.3101160862355
"36029014209","Census Tract 142.09","Census Tract 142.09, Erie County, New York","00","36","029",,"014209",,,3921,-289,-6.8646080760095
"36029014300","Census Tract 143","Census Tract 143, Erie County, New York","00","36","029",,"014300",,,5763,-378,-6.15534929164631
"36029014400","Census Tract 144","Census Tract 144, Erie County, New York","00","36","029",,"014400",,,4264,52.9999999999991,1.25860840655424
"36029014501","Census Tract 145.01","Census Tract 145.01, Erie County, New York","00","36","029",,"014501",,,3601,46,1.29395218002813
"36029014502","Census Tract 145.02","Census Tract 145.02, Erie County, New York","00","36","029",,"014502",,,2328,-51,-2.1437578814628
"36029014601","Census Tract 146.01","Census Tract 146.01, Erie County, New York","00","36","029",,"014601",,,5261,346,7.03967446592065
"36029014603","Census Tract 146.03","Census Tract 146.03, Erie County, New York","00","36","029",,"014603",,,4753,266,5.92823712948518
"36029014605","Census Tract 146.05","Census Tract 146.05, Erie County, New York","00","36","029",,"014605",,,4041,725,21.8636911942099
"36029014606","Census Tract 146.06","Census Tract 146.06, Erie County, New York","00","36","029",,"014606",,,4273,-21.9999999999991,-0.512223515715928
"36029014701","Census Tract 147.01","Census Tract 147.01, Erie County, New York","00","36","029",,"014701",,,5771,175,3.12723373838456
"36029014703","Census Tract 147.03","Census Tract 147.03, Erie County, New York","00","36","029",,"014703",,,4731,558,13.371675053918
"36029014704","Census Tract 147.04","Census Tract 147.04, Erie County, New York","00","36","029",,"014704",,,4120,229,5.88537650989464
"36029014801","Census Tract 148.01","Census Tract 148.01, Erie County, New York","00","36","029",,"014801",,,2604,38,1.4809041309431
"36029014804","Census Tract 148.04","Census Tract 148.04, Erie County, New York","00","36","029",,"014804",,,3995,184.999999999999,4.85564304461939
"36029014805","Census Tract 148.05","Census Tract 148.05, Erie County, New York","00","36","029",,"014805",,,2090,-128,-5.77096483318305
"36029014901","Census Tract 149.01","Census Tract 149.01, Erie County, New York","00","36","029",,"014901",,,2604,-1,-0.0383877159309021
"36029014903","Census Tract 149.03","Census Tract 149.03, Erie County, New York","00","36","029",,"014903",,,5992,118.999999999998,2.02622169249103
"36029015001","Census Tract 150.01","Census Tract 150.01, Erie County, New York","00","36","029",,"015001",,,5189,-138.000000000002,-2.59057630936741
"36029015002","Census Tract 150.02","Census Tract 150.02, Erie County, New York","00","36","029",,"015002",,,3009,4,0.133111480865225
"36029015003","Census Tract 150.03","Census Tract 150.03, Erie County, New York","00","36","029",,"015003",,,3281,-120,-3.5283740076448
"36029015101","Census Tract 151.01","Census Tract 151.01, Erie County, New York","00","36","029",,"015101",,,3121,-144,-4.41041347626341
"36029015102","Census Tract 151.02","Census Tract 151.02, Erie County, New York","00","36","029",,"015102",,,2716,-58.9999999999995,-2.12612612612611
"36029015201","Census Tract 152.01","Census Tract 152.01, Erie County, New York","00","36","029",,"015201",,,3094,11.9999999999991,0.389357560025928
"36029015202","Census Tract 152.02","Census Tract 152.02, Erie County, New York","00","36","029",,"015202",,,4854,-87,-1.76077717061324
"36029015301","Census Tract 153.01","Census Tract 153.01, Erie County, New York","00","36","029",,"015301",,,4859,-64.9999999999991,-1.32006498781477
